;Data;Hora UTC;RADIACAO GLOBAL (Kj/m²)
6256;17/09/24;1600 UTC;3007.3
6257;17/09/24;1700 UTC;2364.5
6258;17/09/24;1800 UTC;1555.5
6259;17/09/24;1900 UTC;501.7
6260;17/09/24;2000 UTC;214.8
6261;17/09/24;2100 UTC;7.4
6273;18/09/24;0900 UTC;75.7
6274;18/09/24;1000 UTC;531.5
6275;18/09/24;1100 UTC;1388.7
6276;18/09/24;1200 UTC;1790.6
6277;18/09/24;1300 UTC;2353.0
6278;18/09/24;1400 UTC;2596.3
6279;18/09/24;1500 UTC;3041.1
6280;18/09/24;1600 UTC;3509.3
6281;18/09/24;1700 UTC;2684.8
6282;18/09/24;1800 UTC;1923.3
6283;18/09/24;1900 UTC;494.1
6284;18/09/24;2000 UTC;207.8
6285;18/09/24;2100 UTC;4.7
6297;19/09/24;0900 UTC;62.4
6298;19/09/24;1000 UTC;636.8
6299;19/09/24;1100 UTC;1379.6
6300;19/09/24;1200 UTC;1879.2
6301;19/09/24;1300 UTC;2519.9
6302;19/09/24;1400 UTC;3464.4
6303;19/09/24;1500 UTC;2995.1
6304;19/09/24;1600 UTC;3107.5
6305;19/09/24;1700 UTC;2321.1
6306;19/09/24;1800 UTC;1573.2
6307;19/09/24;1900 UTC;456.0
6308;19/09/24;2000 UTC;201.6
6309;19/09/24;2100 UTC;11.1
6321;20/09/24;0900 UTC;111.4
6322;20/09/24;1000 UTC;623.9
6323;20/09/24;1100 UTC;1356.2
6324;20/09/24;1200 UTC;2059.6
6325;20/09/24;1300 UTC;2561.3
6326;20/09/24;1400 UTC;3951.1
6327;20/09/24;1500 UTC;3335.9
6328;20/09/24;1600 UTC;3411.7
6329;20/09/24;1700 UTC;2615.2
6330;20/09/24;1800 UTC;1632.3
6331;20/09/24;1900 UTC;496.0
6332;20/09/24;2000 UTC;184.4
6333;20/09/24;2100 UTC;4.9
6345;21/09/24;0900 UTC;169.0
6346;21/09/24;1000 UTC;906.6
6347;21/09/24;1100 UTC;1519.7
6348;21/09/24;1200 UTC;2363.4
6349;21/09/24;1300 UTC;2663.0
6350;21/09/24;1400 UTC;3333.5
6351;21/09/24;1500 UTC;3580.1
6352;21/09/24;1600 UTC;3247.8
6353;21/09/24;1700 UTC;2859.5
6354;21/09/24;1800 UTC;2129.8
6355;21/09/24;1900 UTC;523.4
6356;21/09/24;2000 UTC;143.9
6357;21/09/24;2100 UTC;5.2
6369;22/09/24;0900 UTC;172.1
6370;22/09/24;1000 UTC;897.5
6371;22/09/24;1100 UTC;757.0
6372;22/09/24;1200 UTC;2027.3
6373;22/09/24;1300 UTC;3258.2
6374;22/09/24;1400 UTC;3584.5
6375;22/09/24;1500 UTC;3705.8
6376;22/09/24;1600 UTC;2705.6
6377;22/09/24;1700 UTC;2872.3
6378;22/09/24;1800 UTC;2032.3
6379;22/09/24;1900 UTC;539.9
6380;22/09/24;2000 UTC;145.0
6381;22/09/24;2100 UTC;4.3
6393;23/09/24;0900 UTC;75.7
6394;23/09/24;1000 UTC;434.1
6395;23/09/24;1100 UTC;965.1
6396;23/09/24;1200 UTC;1094.0
6397;23/09/24;1300 UTC;1666.4
6398;23/09/24;1400 UTC;811.7
6399;23/09/24;1500 UTC;749.6
6400;23/09/24;1600 UTC;1112.6
6401;23/09/24;1700 UTC;1201.1
6402;23/09/24;1800 UTC;1871.2
6403;23/09/24;1900 UTC;719.6
6404;23/09/24;2000 UTC;167.9
6405;23/09/24;2100 UTC;3.7
6417;24/09/24;0900 UTC;112.5
6418;24/09/24;1000 UTC;645.3
6419;24/09/24;1100 UTC;1632.9
6420;24/09/24;1200 UTC;2536.9
6421;24/09/24;1300 UTC;2876.7
6422;24/09/24;1400 UTC;3118.4
6423;24/09/24;1500 UTC;2780.8
6424;24/09/24;1600 UTC;3442.5
6425;24/09/24;1700 UTC;2554.5
6426;24/09/24;1800 UTC;2022.9
6427;24/09/24;1900 UTC;722.8
6428;24/09/24;2000 UTC;145.3
6429;24/09/24;2100 UTC;3.1
6441;25/09/24;0900 UTC;117.2
6442;25/09/24;1000 UTC;636.8
6443;25/09/24;1100 UTC;1975.3
6444;25/09/24;1200 UTC;2377.9
6445;25/09/24;1300 UTC;3217.3
6446;25/09/24;1400 UTC;3487.6
6447;25/09/24;1500 UTC;2921.4
6448;25/09/24;1600 UTC;3155.5
6449;25/09/24;1700 UTC;2050.6
6450;25/09/24;1800 UTC;1730.0
6451;25/09/24;1900 UTC;879.3
6452;25/09/24;2000 UTC;189.4
6453;25/09/24;2100 UTC;4.7
6460;26/09/24;0400 UTC;0.3
6465;26/09/24;0900 UTC;71.8
6466;26/09/24;1000 UTC;580.0
6467;26/09/24;1100 UTC;904.9
6468;26/09/24;1200 UTC;935.4
6469;26/09/24;1300 UTC;1580.9
6470;26/09/24;1400 UTC;2216.5
6471;26/09/24;1500 UTC;3004.9
6472;26/09/24;1600 UTC;3297.3
6473;26/09/24;1700 UTC;2790.2
6474;26/09/24;1800 UTC;2184.1
6475;26/09/24;1900 UTC;694.9
6476;26/09/24;2000 UTC;243.4
6477;26/09/24;2100 UTC;3.4
6489;27/09/24;0900 UTC;68.6
6490;27/09/24;1000 UTC;532.9
6491;27/09/24;1100 UTC;1555.7
6492;27/09/24;1200 UTC;1950.2
6493;27/09/24;1300 UTC;1791.2
6494;27/09/24;1400 UTC;3289.6
6495;27/09/24;1500 UTC;2058.9
6496;27/09/24;1600 UTC;2107.1
6497;27/09/24;1700 UTC;1726.9
6498;27/09/24;1800 UTC;1289.5
6499;27/09/24;1900 UTC;669.9
6500;27/09/24;2000 UTC;165.6
6501;27/09/24;2100 UTC;5.1
6513;28/09/24;0900 UTC;194.6
6514;28/09/24;1000 UTC;1051.3
6515;28/09/24;1100 UTC;1597.9
6516;28/09/24;1200 UTC;2069.2
6517;28/09/24;1300 UTC;1657.8
6518;28/09/24;1400 UTC;1484.1
6519;28/09/24;1500 UTC;2035.8
6520;28/09/24;1600 UTC;2290.4
6521;28/09/24;1700 UTC;2151.4
6522;28/09/24;1800 UTC;1960.1
6523;28/09/24;1900 UTC;636.9
6524;28/09/24;2000 UTC;193.1
6525;28/09/24;2100 UTC;7.7
6537;29/09/24;0900 UTC;113.6
6538;29/09/24;1000 UTC;338.4
6539;29/09/24;1100 UTC;1204.6
6540;29/09/24;1200 UTC;1838.9
6541;29/09/24;1300 UTC;1572.6
6542;29/09/24;1400 UTC;1341.9
6543;29/09/24;1500 UTC;2603.6
6544;29/09/24;1600 UTC;3065.4
6545;29/09/24;1700 UTC;2768.8
6546;29/09/24;1800 UTC;1817.9
6547;29/09/24;1900 UTC;661.5
6548;29/09/24;2000 UTC;255.5
6549;29/09/24;2100 UTC;9.1
6559;30/09/24;0700 UTC;1.5
6561;30/09/24;0900 UTC;76.1
6562;30/09/24;1000 UTC;600.7
6563;30/09/24;1100 UTC;1345.8
6564;30/09/24;1200 UTC;2447.3
6565;30/09/24;1300 UTC;2783.0
6566;30/09/24;1400 UTC;2717.6
6567;30/09/24;1500 UTC;2391.9
6568;30/09/24;1600 UTC;1544.6
6569;30/09/24;1700 UTC;1199.1
6570;30/09/24;1800 UTC;1314.2
6571;30/09/24;1900 UTC;559.2
6572;30/09/24;2000 UTC;313.5
6573;30/09/24;2100 UTC;2.7
6585;01/10/24;0900 UTC;250.8
6586;01/10/24;1000 UTC;1098.0
6587;01/10/24;1100 UTC;2033.0
6588;01/10/24;1200 UTC;2283.6
6589;01/10/24;1300 UTC;2433.0
6590;01/10/24;1400 UTC;3780.4
6591;01/10/24;1500 UTC;3573.9
6592;01/10/24;1600 UTC;2920.1
6593;01/10/24;1700 UTC;2272.3
6594;01/10/24;1800 UTC;2073.9
6595;01/10/24;1900 UTC;817.4
6596;01/10/24;2000 UTC;272.8
6597;01/10/24;2100 UTC;5.7
6609;02/10/24;0900 UTC;217.1
6610;02/10/24;1000 UTC;884.5
6611;02/10/24;1100 UTC;1712.3
6612;02/10/24;1200 UTC;867.8
6613;02/10/24;1300 UTC;1523.0
6614;02/10/24;1400 UTC;2306.5
6615;02/10/24;1500 UTC;3469.2
6616;02/10/24;1600 UTC;3080.1
6617;02/10/24;1700 UTC;2218.4
6618;02/10/24;1800 UTC;1769.0
6619;02/10/24;1900 UTC;827.2
6620;02/10/24;2000 UTC;301.5
6621;02/10/24;2100 UTC;4.9
6633;03/10/24;0900 UTC;241.6
6634;03/10/24;1000 UTC;975.3
6635;03/10/24;1100 UTC;1820.3
6636;03/10/24;1200 UTC;2646.4
6637;03/10/24;1300 UTC;2022.4
6638;03/10/24;1400 UTC;1417.8
6639;03/10/24;1500 UTC;1980.6
6640;03/10/24;1600 UTC;2738.4
6641;03/10/24;1700 UTC;2348.9
6642;03/10/24;1800 UTC;1642.6
6643;03/10/24;1900 UTC;626.2
6644;03/10/24;2000 UTC;229.0
6645;03/10/24;2100 UTC;5.7
6657;04/10/24;0900 UTC;151.8
6658;04/10/24;1000 UTC;1029.6
6659;04/10/24;1100 UTC;1996.9
6660;04/10/24;1200 UTC;2174.2
6661;04/10/24;1300 UTC;3146.8
6662;04/10/24;1400 UTC;2372.7
6663;04/10/24;1500 UTC;3285.0
6664;04/10/24;1600 UTC;3440.2
6665;04/10/24;1700 UTC;2786.0
6666;04/10/24;1800 UTC;2159.7
6667;04/10/24;1900 UTC;1062.1
6668;04/10/24;2000 UTC;291.7
6669;04/10/24;2100 UTC;6.5
6681;05/10/24;0900 UTC;290.9
6682;05/10/24;1000 UTC;1066.4
6683;05/10/24;1100 UTC;1768.6
6684;05/10/24;1200 UTC;1936.5
6685;05/10/24;1300 UTC;3059.8
6686;05/10/24;1400 UTC;3176.1
6687;05/10/24;1500 UTC;3511.5
6688;05/10/24;1600 UTC;3392.8
6689;05/10/24;1700 UTC;2847.5
6690;05/10/24;1800 UTC;2263.0
6691;05/10/24;1900 UTC;1169.6
6692;05/10/24;2000 UTC;279.3
6693;05/10/24;2100 UTC;4.9
6705;06/10/24;0900 UTC;262.3
6706;06/10/24;1000 UTC;1095.0
6707;06/10/24;1100 UTC;1581.6
6708;06/10/24;1200 UTC;1560.2
6709;06/10/24;1300 UTC;1860.0
6710;06/10/24;1400 UTC;2868.5
6711;06/10/24;1500 UTC;3239.4
6712;06/10/24;1600 UTC;3084.7
6713;06/10/24;1700 UTC;2804.3
6714;06/10/24;1800 UTC;2211.1
6715;06/10/24;1900 UTC;1257.6
6716;06/10/24;2000 UTC;317.3
6717;06/10/24;2100 UTC;4.5
6729;07/10/24;0900 UTC;138.5
6730;07/10/24;1000 UTC;477.1
6731;07/10/24;1100 UTC;1024.3
6732;07/10/24;1200 UTC;2157.6
6733;07/10/24;1300 UTC;1140.2
6734;07/10/24;1400 UTC;1359.9
6735;07/10/24;1500 UTC;2260.1
6736;07/10/24;1600 UTC;2440.1
6737;07/10/24;1700 UTC;2204.0
6738;07/10/24;1800 UTC;2072.9
6739;07/10/24;1900 UTC;926.3
6740;07/10/24;2000 UTC;273.6
6741;07/10/24;2100 UTC;5.0
6753;08/10/24;0900 UTC;179.6
6754;08/10/24;1000 UTC;1133.2
6755;08/10/24;1100 UTC;2019.9
6756;08/10/24;1200 UTC;2675.3
6757;08/10/24;1300 UTC;3598.9
6758;08/10/24;1400 UTC;3015.9
6759;08/10/24;1500 UTC;3102.4
6760;08/10/24;1600 UTC;3346.1
6761;08/10/24;1700 UTC;2726.9
6762;08/10/24;1800 UTC;2160.3
6763;08/10/24;1900 UTC;1243.1
6764;08/10/24;2000 UTC;301.1
6765;08/10/24;2100 UTC;5.5
6777;09/10/24;0900 UTC;283.1
6778;09/10/24;1000 UTC;1142.2
6779;09/10/24;1100 UTC;2048.4
6780;09/10/24;1200 UTC;2824.3
6781;09/10/24;1300 UTC;3082.7
6782;09/10/24;1400 UTC;3037.9
6783;09/10/24;1500 UTC;3609.7
6784;09/10/24;1600 UTC;3267.5
6785;09/10/24;1700 UTC;2792.3
6786;09/10/24;1800 UTC;2167.1
6787;09/10/24;1900 UTC;1271.4
6788;09/10/24;2000 UTC;295.0
6789;09/10/24;2100 UTC;5.1
6801;10/10/24;0900 UTC;302.6
6802;10/10/24;1000 UTC;1145.7
6803;10/10/24;1100 UTC;1998.0
6804;10/10/24;1200 UTC;1711.2
6805;10/10/24;1300 UTC;2310.1
6806;10/10/24;1400 UTC;2172.1
6807;10/10/24;1500 UTC;2898.4
6808;10/10/24;1600 UTC;2684.2
6809;10/10/24;1700 UTC;2711.8
6810;10/10/24;1800 UTC;1962.8
6811;10/10/24;1900 UTC;1160.7
6812;10/10/24;2000 UTC;297.3
6813;10/10/24;2100 UTC;6.2
6825;11/10/24;0900 UTC;172.4
6826;11/10/24;1000 UTC;779.7
6827;11/10/24;1100 UTC;1485.6
6828;11/10/24;1200 UTC;2338.0
6829;11/10/24;1300 UTC;2612.8
6830;11/10/24;1400 UTC;3052.5
6831;11/10/24;1500 UTC;3560.3
6832;11/10/24;1600 UTC;3288.6
6833;11/10/24;1700 UTC;2682.8
6834;11/10/24;1800 UTC;2092.3
6835;11/10/24;1900 UTC;1149.6
6836;11/10/24;2000 UTC;290.8
6837;11/10/24;2100 UTC;5.2
6849;12/10/24;0900 UTC;221.9
6850;12/10/24;1000 UTC;728.0
6851;12/10/24;1100 UTC;1484.4
6852;12/10/24;1200 UTC;1966.7
6853;12/10/24;1300 UTC;2825.4
6854;12/10/24;1400 UTC;3139.1
6855;12/10/24;1500 UTC;2581.5
6856;12/10/24;1600 UTC;2900.6
6857;12/10/24;1700 UTC;2772.8
6858;12/10/24;1800 UTC;2122.4
6859;12/10/24;1900 UTC;1245.5
6860;12/10/24;2000 UTC;290.9
6861;12/10/24;2100 UTC;5.0
6873;13/10/24;0900 UTC;243.2
6874;13/10/24;1000 UTC;1065.5
6875;13/10/24;1100 UTC;1833.0
6876;13/10/24;1200 UTC;2031.0
6877;13/10/24;1300 UTC;2495.3
6878;13/10/24;1400 UTC;2847.7
6879;13/10/24;1500 UTC;3448.2
6880;13/10/24;1600 UTC;3018.4
6881;13/10/24;1700 UTC;2641.5
6882;13/10/24;1800 UTC;2017.0
6883;13/10/24;1900 UTC;1178.0
6884;13/10/24;2000 UTC;265.0
6885;13/10/24;2100 UTC;4.6
6897;14/10/24;0900 UTC;67.2
6898;14/10/24;1000 UTC;770.5
6899;14/10/24;1100 UTC;971.7
6900;14/10/24;1200 UTC;2244.6
6901;14/10/24;1300 UTC;2792.0
6902;14/10/24;1400 UTC;3637.2
6903;14/10/24;1500 UTC;3353.3
6904;14/10/24;1600 UTC;2272.5
6905;14/10/24;1700 UTC;1184.5
6906;14/10/24;1800 UTC;732.8
6907;14/10/24;1900 UTC;499.4
6908;14/10/24;2000 UTC;208.3
6909;14/10/24;2100 UTC;3.0
6921;15/10/24;0900 UTC;203.9
6922;15/10/24;1000 UTC;1094.6
6923;15/10/24;1100 UTC;454.5
6924;15/10/24;1200 UTC;1463.6
6925;15/10/24;1300 UTC;2386.6
6926;15/10/24;1400 UTC;2819.9
6927;15/10/24;1500 UTC;3818.0
6928;15/10/24;1600 UTC;3424.6
6929;15/10/24;1700 UTC;2843.7
6930;15/10/24;1800 UTC;2133.9
6931;15/10/24;1900 UTC;1334.1
6932;15/10/24;2000 UTC;305.4
6933;15/10/24;2100 UTC;6.7
6944;16/10/24;0800 UTC;0.6
6945;16/10/24;0900 UTC;55.6
6946;16/10/24;1000 UTC;337.8
6947;16/10/24;1100 UTC;943.8
6948;16/10/24;1200 UTC;1625.6
6949;16/10/24;1300 UTC;994.4
6950;16/10/24;1400 UTC;883.2
6951;16/10/24;1500 UTC;2293.5
6952;16/10/24;1600 UTC;1486.4
6953;16/10/24;1700 UTC;2079.6
6954;16/10/24;1800 UTC;1990.6
6955;16/10/24;1900 UTC;883.5
6956;16/10/24;2000 UTC;231.2
6957;16/10/24;2100 UTC;5.2
6969;17/10/24;0900 UTC;295.4
6970;17/10/24;1000 UTC;971.6
6971;17/10/24;1100 UTC;2064.3
6972;17/10/24;1200 UTC;2357.9
6973;17/10/24;1300 UTC;2176.5
6974;17/10/24;1400 UTC;3244.9
6975;17/10/24;1500 UTC;3097.8
6976;17/10/24;1600 UTC;3310.1
6977;17/10/24;1700 UTC;2612.9
6978;17/10/24;1800 UTC;1961.9
6979;17/10/24;1900 UTC;1153.3
6980;17/10/24;2000 UTC;355.7
6981;17/10/24;2100 UTC;5.5
6992;18/10/24;0800 UTC;1.6
6993;18/10/24;0900 UTC;170.6
6994;18/10/24;1000 UTC;466.5
6995;18/10/24;1100 UTC;758.4
6996;18/10/24;1200 UTC;2032.3
6997;18/10/24;1300 UTC;1461.9
6998;18/10/24;1400 UTC;2088.3
6999;18/10/24;1500 UTC;3425.7
7000;18/10/24;1600 UTC;3175.0
7001;18/10/24;1700 UTC;2198.0
7002;18/10/24;1800 UTC;1727.8
7003;18/10/24;1900 UTC;972.6
7004;18/10/24;2000 UTC;370.1
7005;18/10/24;2100 UTC;5.7
7017;19/10/24;0900 UTC;214.2
7018;19/10/24;1000 UTC;981.3
7019;19/10/24;1100 UTC;1962.5
7020;19/10/24;1200 UTC;1098.6
7021;19/10/24;1300 UTC;1426.3
7022;19/10/24;1400 UTC;2840.0
7023;19/10/24;1500 UTC;3004.2
7024;19/10/24;1600 UTC;2919.0
7025;19/10/24;1700 UTC;2704.4
7026;19/10/24;1800 UTC;1925.9
7027;19/10/24;1900 UTC;1316.1
7028;19/10/24;2000 UTC;225.1
7029;19/10/24;2100 UTC;4.5
7041;20/10/24;0900 UTC;290.1
7042;20/10/24;1000 UTC;1184.1
7043;20/10/24;1100 UTC;1530.9
7044;20/10/24;1200 UTC;1358.4
7045;20/10/24;1300 UTC;2874.7
7046;20/10/24;1400 UTC;3637.3
7047;20/10/24;1500 UTC;3465.5
7048;20/10/24;1600 UTC;3368.0
7049;20/10/24;1700 UTC;2807.8
7050;20/10/24;1800 UTC;2218.1
7051;20/10/24;1900 UTC;1363.7
7052;20/10/24;2000 UTC;355.3
7053;20/10/24;2100 UTC;6.2
7065;21/10/24;0900 UTC;338.6
7066;21/10/24;1000 UTC;1061.7
7067;21/10/24;1100 UTC;1849.8
7068;21/10/24;1200 UTC;2816.6
7069;21/10/24;1300 UTC;2640.1
7070;21/10/24;1400 UTC;3449.9
7071;21/10/24;1500 UTC;2988.8
7072;21/10/24;1600 UTC;3040.5
7073;21/10/24;1700 UTC;2785.4
7074;21/10/24;1800 UTC;2200.7
7075;21/10/24;1900 UTC;1362.5
7076;21/10/24;2000 UTC;362.8
7077;21/10/24;2100 UTC;4.8
7089;22/10/24;0900 UTC;121.8
7090;22/10/24;1000 UTC;962.4
7091;22/10/24;1100 UTC;1518.9
7092;22/10/24;1200 UTC;2541.0
7093;22/10/24;1300 UTC;3394.9
7094;22/10/24;1400 UTC;2333.4
7095;22/10/24;1500 UTC;3541.6
7096;22/10/24;1600 UTC;3446.3
7097;22/10/24;1700 UTC;2507.3
7098;22/10/24;1800 UTC;2074.5
7099;22/10/24;1900 UTC;923.1
7100;22/10/24;2000 UTC;278.9
7101;22/10/24;2100 UTC;7.2
7113;23/10/24;0900 UTC;198.5
7114;23/10/24;1000 UTC;327.0
7115;23/10/24;1100 UTC;923.1
7116;23/10/24;1200 UTC;2254.2
7117;23/10/24;1300 UTC;1758.6
7118;23/10/24;1400 UTC;2114.5
7119;23/10/24;1500 UTC;2979.6
7120;23/10/24;1600 UTC;3251.9
7121;23/10/24;1700 UTC;2691.2
7122;23/10/24;1800 UTC;2194.0
7123;23/10/24;1900 UTC;1427.2
7124;23/10/24;2000 UTC;369.8
7125;23/10/24;2100 UTC;5.6
7137;24/10/24;0900 UTC;311.1
7138;24/10/24;1000 UTC;893.1
7139;24/10/24;1100 UTC;1887.7
7140;24/10/24;1200 UTC;2012.0
7141;24/10/24;1300 UTC;2718.9
7142;24/10/24;1400 UTC;3768.6
7143;24/10/24;1500 UTC;3884.0
7144;24/10/24;1600 UTC;3501.7
7145;24/10/24;1700 UTC;2894.8
7146;24/10/24;1800 UTC;1787.9
7147;24/10/24;1900 UTC;981.1
7148;24/10/24;2000 UTC;353.1
7149;24/10/24;2100 UTC;6.9
7161;25/10/24;0900 UTC;182.8
7162;25/10/24;1000 UTC;566.5
7163;25/10/24;1100 UTC;1200.0
7164;25/10/24;1200 UTC;2178.9
7165;25/10/24;1300 UTC;2125.1
7166;25/10/24;1400 UTC;3166.2
7167;25/10/24;1500 UTC;3666.2
7168;25/10/24;1600 UTC;3129.9
7169;25/10/24;1700 UTC;2894.7
7170;25/10/24;1800 UTC;2224.9
7171;25/10/24;1900 UTC;1415.6
7172;25/10/24;2000 UTC;389.5
7173;25/10/24;2100 UTC;6.6
7184;26/10/24;0800 UTC;0.9
7185;26/10/24;0900 UTC;298.0
7186;26/10/24;1000 UTC;1279.8
7187;26/10/24;1100 UTC;2199.6
7188;26/10/24;1200 UTC;2774.4
7189;26/10/24;1300 UTC;2356.0
7190;26/10/24;1400 UTC;2751.5
7191;26/10/24;1500 UTC;3349.6
7192;26/10/24;1600 UTC;2715.6
7193;26/10/24;1700 UTC;2473.8
7194;26/10/24;1800 UTC;1910.1
7195;26/10/24;1900 UTC;1406.7
7196;26/10/24;2000 UTC;374.0
7197;26/10/24;2100 UTC;6.7
7208;27/10/24;0800 UTC;1.7
7209;27/10/24;0900 UTC;174.3
7210;27/10/24;1000 UTC;519.3
7211;27/10/24;1100 UTC;2103.8
7212;27/10/24;1200 UTC;2111.6
7213;27/10/24;1300 UTC;1709.3
7214;27/10/24;1400 UTC;1968.6
7215;27/10/24;1500 UTC;1994.3
7216;27/10/24;1600 UTC;2146.9
7217;27/10/24;1700 UTC;1490.2
7218;27/10/24;1800 UTC;952.7
7219;27/10/24;1900 UTC;826.5
7220;27/10/24;2000 UTC;222.1
7221;27/10/24;2100 UTC;7.1
7232;28/10/24;0800 UTC;0.9
7233;28/10/24;0900 UTC;239.0
7234;28/10/24;1000 UTC;1017.0
7235;28/10/24;1100 UTC;1544.3
7236;28/10/24;1200 UTC;1714.1
7237;28/10/24;1300 UTC;2557.5
7238;28/10/24;1400 UTC;3154.5
7239;28/10/24;1500 UTC;3713.6
7240;28/10/24;1600 UTC;3389.3
7241;28/10/24;1700 UTC;2408.4
7242;28/10/24;1800 UTC;1881.5
7243;28/10/24;1900 UTC;1427.0
7244;28/10/24;2000 UTC;399.6
7245;28/10/24;2100 UTC;6.3
7256;29/10/24;0800 UTC;1.0
7257;29/10/24;0900 UTC;409.5
7258;29/10/24;1000 UTC;1176.5
7259;29/10/24;1100 UTC;1390.7
7260;29/10/24;1200 UTC;2811.3
7261;29/10/24;1300 UTC;3562.8
7262;29/10/24;1400 UTC;3421.6
7263;29/10/24;1500 UTC;3691.8
7264;29/10/24;1600 UTC;3463.2
7265;29/10/24;1700 UTC;2607.7
7266;29/10/24;1800 UTC;2187.4
7267;29/10/24;1900 UTC;1452.9
7268;29/10/24;2000 UTC;420.2
7269;29/10/24;2100 UTC;6.2
7280;30/10/24;0800 UTC;2.1
7281;30/10/24;0900 UTC;422.2
7282;30/10/24;1000 UTC;1328.4
7283;30/10/24;1100 UTC;2183.1
7284;30/10/24;1200 UTC;2708.1
7285;30/10/24;1300 UTC;3124.4
7286;30/10/24;1400 UTC;3414.5
7287;30/10/24;1500 UTC;3299.6
7288;30/10/24;1600 UTC;3275.5
7289;30/10/24;1700 UTC;3005.5
7290;30/10/24;1800 UTC;2269.4
7291;30/10/24;1900 UTC;1436.5
7292;30/10/24;2000 UTC;411.0
7293;30/10/24;2100 UTC;6.3
7304;31/10/24;0800 UTC;2.2
7305;31/10/24;0900 UTC;379.2
7306;31/10/24;1000 UTC;1280.4
7307;31/10/24;1100 UTC;2140.4
7308;31/10/24;1200 UTC;2191.9
7309;31/10/24;1300 UTC;2364.3
7310;31/10/24;1400 UTC;2743.4
7311;31/10/24;1500 UTC;3013.0
7312;31/10/24;1600 UTC;2965.9
7313;31/10/24;1700 UTC;2886.6
7314;31/10/24;1800 UTC;2014.1
7315;31/10/24;1900 UTC;1100.7
7316;31/10/24;2000 UTC;413.2
7317;31/10/24;2100 UTC;4.1
7328;01/11/24;0800 UTC;0.2
7329;01/11/24;0900 UTC;225.2
7330;01/11/24;1000 UTC;1037.9
7331;01/11/24;1100 UTC;1270.0
7332;01/11/24;1200 UTC;1777.3
7333;01/11/24;1300 UTC;2677.2
7334;01/11/24;1400 UTC;3316.7
7335;01/11/24;1500 UTC;3556.5
7336;01/11/24;1600 UTC;3443.0
7337;01/11/24;1700 UTC;2380.4
7338;01/11/24;1800 UTC;2120.4
7339;01/11/24;1900 UTC;1391.4
7340;01/11/24;2000 UTC;418.6
7341;01/11/24;2100 UTC;7.8
7350;02/11/24;0600 UTC;3.5
7352;02/11/24;0800 UTC;1.9
7353;02/11/24;0900 UTC;259.2
7354;02/11/24;1000 UTC;887.9
7355;02/11/24;1100 UTC;1770.8
7356;02/11/24;1200 UTC;2267.6
7357;02/11/24;1300 UTC;2803.7
7358;02/11/24;1400 UTC;2822.9
7359;02/11/24;1500 UTC;3432.0
7360;02/11/24;1600 UTC;3270.1
7361;02/11/24;1700 UTC;2819.5
7362;02/11/24;1800 UTC;1941.0
7363;02/11/24;1900 UTC;1376.8
7364;02/11/24;2000 UTC;340.3
7365;02/11/24;2100 UTC;6.6
7376;03/11/24;0800 UTC;0.9
7377;03/11/24;0900 UTC;321.6
7378;03/11/24;1000 UTC;1262.6
7379;03/11/24;1100 UTC;1918.3
7380;03/11/24;1200 UTC;2950.7
7381;03/11/24;1300 UTC;2550.3
7382;03/11/24;1400 UTC;3783.5
7383;03/11/24;1500 UTC;3602.6
7384;03/11/24;1600 UTC;3552.6
7385;03/11/24;1700 UTC;2569.5
7386;03/11/24;1800 UTC;2015.8
7387;03/11/24;1900 UTC;1380.8
7388;03/11/24;2000 UTC;369.9
7389;03/11/24;2100 UTC;9.0
7400;04/11/24;0800 UTC;3.6
7401;04/11/24;0900 UTC;218.5
7402;04/11/24;1000 UTC;791.8
7403;04/11/24;1100 UTC;2070.8
7404;04/11/24;1200 UTC;2446.9
7405;04/11/24;1300 UTC;2966.6
7406;04/11/24;1400 UTC;3091.7
7407;04/11/24;1500 UTC;3803.2
7408;04/11/24;1600 UTC;3560.1
7409;04/11/24;1700 UTC;2884.5
7410;04/11/24;1800 UTC;2309.4
7411;04/11/24;1900 UTC;1357.8
7412;04/11/24;2000 UTC;466.0
7413;04/11/24;2100 UTC;6.8
7424;05/11/24;0800 UTC;2.8
7425;05/11/24;0900 UTC;250.7
7426;05/11/24;1000 UTC;1069.1
7427;05/11/24;1100 UTC;1571.3
7428;05/11/24;1200 UTC;1519.2
7429;05/11/24;1300 UTC;1616.6
7430;05/11/24;1400 UTC;3196.7
7432;05/11/24;1600 UTC;2841.0
7433;05/11/24;1700 UTC;2780.4
7434;05/11/24;1800 UTC;2188.4
7435;05/11/24;1900 UTC;1183.3
7436;05/11/24;2000 UTC;393.4
7437;05/11/24;2100 UTC;8.6
7448;06/11/24;0800 UTC;2.7
7449;06/11/24;0900 UTC;259.1
7450;06/11/24;1000 UTC;853.7
7451;06/11/24;1100 UTC;2111.2
7452;06/11/24;1200 UTC;2527.5
7453;06/11/24;1300 UTC;2846.2
7454;06/11/24;1400 UTC;2943.6
7455;06/11/24;1500 UTC;3643.0
7456;06/11/24;1600 UTC;3491.7
7457;06/11/24;1700 UTC;2404.3
7458;06/11/24;1800 UTC;1742.5
7459;06/11/24;1900 UTC;1261.9
7460;06/11/24;2000 UTC;357.0
7461;06/11/24;2100 UTC;9.0
7472;07/11/24;0800 UTC;3.4
7473;07/11/24;0900 UTC;197.3
7474;07/11/24;1000 UTC;735.2
7475;07/11/24;1100 UTC;1187.9
