;Data;Hora UTC;RADIACAO GLOBAL (Kj/m²)
3802;07/06/24;1000 UTC;216.0
3803;07/06/24;1100 UTC;341.2
3804;07/06/24;1200 UTC;961.3
3805;07/06/24;1300 UTC;1305.7
3806;07/06/24;1400 UTC;1665.2
3807;07/06/24;1500 UTC;997.8
3808;07/06/24;1600 UTC;1370.8
3809;07/06/24;1700 UTC;565.8
3810;07/06/24;1800 UTC;325.9
3811;07/06/24;1900 UTC;177.1
3812;07/06/24;2000 UTC;33.8
3813;07/06/24;2100 UTC;1.7
3825;08/06/24;0900 UTC;25.3
3826;08/06/24;1000 UTC;519.7
3827;08/06/24;1100 UTC;804.2
3828;08/06/24;1200 UTC;1173.7
3829;08/06/24;1300 UTC;1969.4
3830;08/06/24;1400 UTC;2093.3
3831;08/06/24;1500 UTC;1641.9
3832;08/06/24;1600 UTC;746.9
3833;08/06/24;1700 UTC;395.0
3834;08/06/24;1800 UTC;845.9
3835;08/06/24;1900 UTC;436.0
3836;08/06/24;2000 UTC;170.8
3837;08/06/24;2100 UTC;1.0
3838;08/06/24;2200 UTC;0.4
3839;08/06/24;2300 UTC;1.2
3848;09/06/24;0800 UTC;0.1
3849;09/06/24;0900 UTC;16.4
3850;09/06/24;1000 UTC;125.4
3851;09/06/24;1100 UTC;468.7
3852;09/06/24;1200 UTC;1027.1
3853;09/06/24;1300 UTC;2072.6
3854;09/06/24;1400 UTC;2625.5
3855;09/06/24;1500 UTC;2539.8
3856;09/06/24;1600 UTC;1857.9
3857;09/06/24;1700 UTC;1225.6
3858;09/06/24;1800 UTC;712.1
3859;09/06/24;1900 UTC;404.4
3860;09/06/24;2000 UTC;162.7
3873;10/06/24;0900 UTC;28.1
3874;10/06/24;1000 UTC;366.0
3875;10/06/24;1100 UTC;939.8
3876;10/06/24;1200 UTC;1148.7
3877;10/06/24;1300 UTC;1728.8
3878;10/06/24;1400 UTC;1468.9
3879;10/06/24;1500 UTC;2194.3
3880;10/06/24;1600 UTC;2549.6
3881;10/06/24;1700 UTC;1935.9
3882;10/06/24;1800 UTC;1255.8
3883;10/06/24;1900 UTC;341.2
3884;10/06/24;2000 UTC;118.6
3897;11/06/24;0900 UTC;13.5
3898;11/06/24;1000 UTC;160.0
3899;11/06/24;1100 UTC;407.0
3900;11/06/24;1200 UTC;914.4
3901;11/06/24;1300 UTC;1384.7
3902;11/06/24;1400 UTC;1440.8
3903;11/06/24;1500 UTC;1615.0
3904;11/06/24;1600 UTC;1893.4
3905;11/06/24;1700 UTC;2070.4
3906;11/06/24;1800 UTC;1091.0
3907;11/06/24;1900 UTC;449.9
3908;11/06/24;2000 UTC;165.9
3909;11/06/24;2100 UTC;0.5
3921;12/06/24;0900 UTC;39.3
3922;12/06/24;1000 UTC;148.2
3923;12/06/24;1100 UTC;367.3
3924;12/06/24;1200 UTC;1861.9
3925;12/06/24;1300 UTC;2546.8
3926;12/06/24;1400 UTC;2366.1
3927;12/06/24;1500 UTC;2484.3
3928;12/06/24;1600 UTC;2281.2
3929;12/06/24;1700 UTC;1777.5
3930;12/06/24;1800 UTC;951.0
3931;12/06/24;1900 UTC;381.7
3932;12/06/24;2000 UTC;127.2
3945;13/06/24;0900 UTC;13.3
3946;13/06/24;1000 UTC;407.3
3947;13/06/24;1100 UTC;1006.8
3948;13/06/24;1200 UTC;2039.8
3949;13/06/24;1300 UTC;2245.1
3950;13/06/24;1400 UTC;2405.9
3951;13/06/24;1500 UTC;2228.7
3952;13/06/24;1600 UTC;1569.7
3953;13/06/24;1700 UTC;1110.7
3954;13/06/24;1800 UTC;1068.2
3955;13/06/24;1900 UTC;499.7
3956;13/06/24;2000 UTC;125.7
3957;13/06/24;2100 UTC;0.8
3958;13/06/24;2200 UTC;0.0
3959;13/06/24;2300 UTC;5.5
3960;14/06/24;0000 UTC;7.1
3969;14/06/24;0900 UTC;11.6
3970;14/06/24;1000 UTC;256.1
3971;14/06/24;1100 UTC;422.5
3972;14/06/24;1200 UTC;1919.8
3973;14/06/24;1300 UTC;2110.8
3974;14/06/24;1400 UTC;2282.9
3975;14/06/24;1500 UTC;2099.9
3976;14/06/24;1600 UTC;1749.5
3977;14/06/24;1700 UTC;1971.8
3978;14/06/24;1800 UTC;833.3
3979;14/06/24;1900 UTC;442.7
3980;14/06/24;2000 UTC;118.4
3993;15/06/24;0900 UTC;0.9
3994;15/06/24;1000 UTC;89.8
3995;15/06/24;1100 UTC;346.9
3996;15/06/24;1200 UTC;843.0
3997;15/06/24;1300 UTC;1492.2
3998;15/06/24;1400 UTC;2251.9
3999;15/06/24;1500 UTC;2132.1
4000;15/06/24;1600 UTC;1907.1
4001;15/06/24;1700 UTC;1560.2
4002;15/06/24;1800 UTC;732.9
4003;15/06/24;1900 UTC;454.9
4004;15/06/24;2000 UTC;162.5
4017;16/06/24;0900 UTC;27.5
4018;16/06/24;1000 UTC;430.8
4019;16/06/24;1100 UTC;971.2
4020;16/06/24;1200 UTC;1362.5
4021;16/06/24;1300 UTC;1877.8
4022;16/06/24;1400 UTC;2731.0
4023;16/06/24;1500 UTC;2442.2
4024;16/06/24;1600 UTC;1801.4
4025;16/06/24;1700 UTC;589.4
4026;16/06/24;1800 UTC;792.3
4027;16/06/24;1900 UTC;559.7
4028;16/06/24;2000 UTC;153.8
4041;17/06/24;0900 UTC;32.9
4042;17/06/24;1000 UTC;524.5
4043;17/06/24;1100 UTC;982.4
4044;17/06/24;1200 UTC;1748.8
4045;17/06/24;1300 UTC;1338.6
4046;17/06/24;1400 UTC;2369.3
4047;17/06/24;1500 UTC;2264.1
4048;17/06/24;1600 UTC;2174.4
4049;17/06/24;1700 UTC;1867.8
4050;17/06/24;1800 UTC;834.9
4051;17/06/24;1900 UTC;438.0
4052;17/06/24;2000 UTC;63.2
4056;18/06/24;0000 UTC;0.2
4065;18/06/24;0900 UTC;37.5
4066;18/06/24;1000 UTC;569.5
4067;18/06/24;1100 UTC;890.5
4068;18/06/24;1200 UTC;1304.4
4069;18/06/24;1300 UTC;2435.2
4070;18/06/24;1400 UTC;2664.6
4071;18/06/24;1500 UTC;2750.0
4072;18/06/24;1600 UTC;1818.0
4073;18/06/24;1700 UTC;1933.1
4074;18/06/24;1800 UTC;1744.0
4075;18/06/24;1900 UTC;330.4
4076;18/06/24;2000 UTC;118.2
4089;19/06/24;0900 UTC;16.5
4090;19/06/24;1000 UTC;413.0
4091;19/06/24;1100 UTC;788.0
4092;19/06/24;1200 UTC;1060.3
4093;19/06/24;1300 UTC;1050.3
4094;19/06/24;1400 UTC;2351.6
4095;19/06/24;1500 UTC;1098.7
4096;19/06/24;1600 UTC;1705.6
4097;19/06/24;1700 UTC;1500.4
4098;19/06/24;1800 UTC;1010.0
4099;19/06/24;1900 UTC;408.3
4100;19/06/24;2000 UTC;151.8
4108;20/06/24;0400 UTC;0.3
4113;20/06/24;0900 UTC;16.3
4114;20/06/24;1000 UTC;219.1
4115;20/06/24;1100 UTC;1029.5
4116;20/06/24;1200 UTC;1582.9
4117;20/06/24;1300 UTC;1927.2
4118;20/06/24;1400 UTC;2005.7
4119;20/06/24;1500 UTC;1443.8
4120;20/06/24;1600 UTC;914.3
4121;20/06/24;1700 UTC;491.4
4122;20/06/24;1800 UTC;533.3
4123;20/06/24;1900 UTC;526.6
4124;20/06/24;2000 UTC;177.4
4125;20/06/24;2100 UTC;0.0
4137;21/06/24;0900 UTC;4.9
4138;21/06/24;1000 UTC;395.8
4139;21/06/24;1100 UTC;500.7
4140;21/06/24;1200 UTC;968.9
4141;21/06/24;1300 UTC;1409.3
4142;21/06/24;1400 UTC;1306.2
4143;21/06/24;1500 UTC;1255.7
4144;21/06/24;1600 UTC;2164.3
4145;21/06/24;1700 UTC;1248.2
4146;21/06/24;1800 UTC;653.8
4147;21/06/24;1900 UTC;414.7
4148;21/06/24;2000 UTC;89.9
4149;21/06/24;2100 UTC;5.6
4161;22/06/24;0900 UTC;4.5
4162;22/06/24;1000 UTC;285.1
4163;22/06/24;1100 UTC;284.9
4164;22/06/24;1200 UTC;978.7
4165;22/06/24;1300 UTC;1600.3
4166;22/06/24;1400 UTC;1369.6
4167;22/06/24;1500 UTC;1896.1
4168;22/06/24;1600 UTC;1458.2
4169;22/06/24;1700 UTC;1026.3
4170;22/06/24;1800 UTC;343.2
4171;22/06/24;1900 UTC;176.4
4172;22/06/24;2000 UTC;113.6
4173;22/06/24;2100 UTC;2.1
4174;22/06/24;2200 UTC;4.4
4175;22/06/24;2300 UTC;7.6
4176;23/06/24;0000 UTC;5.4
4185;23/06/24;0900 UTC;13.1
4186;23/06/24;1000 UTC;113.8
4187;23/06/24;1100 UTC;271.1
4188;23/06/24;1200 UTC;1067.8
4189;23/06/24;1300 UTC;731.0
4190;23/06/24;1400 UTC;1395.0
4191;23/06/24;1500 UTC;1914.8
4192;23/06/24;1600 UTC;1453.2
4193;23/06/24;1700 UTC;1434.8
4194;23/06/24;1800 UTC;884.0
4195;23/06/24;1900 UTC;444.5
4196;23/06/24;2000 UTC;119.1
4209;24/06/24;0900 UTC;25.1
4210;24/06/24;1000 UTC;466.6
4211;24/06/24;1100 UTC;1268.2
4212;24/06/24;1200 UTC;1872.7
4213;24/06/24;1300 UTC;2304.1
4214;24/06/24;1400 UTC;1817.1
4215;24/06/24;1500 UTC;1411.2
4216;24/06/24;1600 UTC;2565.6
4217;24/06/24;1700 UTC;2258.6
4218;24/06/24;1800 UTC;951.4
4219;24/06/24;1900 UTC;418.9
4220;24/06/24;2000 UTC;190.6
4221;24/06/24;2100 UTC;1.8
4227;25/06/24;0300 UTC;2.1
4233;25/06/24;0900 UTC;9.1
4234;25/06/24;1000 UTC;94.6
4235;25/06/24;1100 UTC;406.7
4236;25/06/24;1200 UTC;702.9
4237;25/06/24;1300 UTC;1309.6
4238;25/06/24;1400 UTC;2282.9
4239;25/06/24;1500 UTC;2359.9
4240;25/06/24;1600 UTC;784.6
4241;25/06/24;1700 UTC;845.9
4242;25/06/24;1800 UTC;862.4
4243;25/06/24;1900 UTC;412.9
4244;25/06/24;2000 UTC;167.4
4245;25/06/24;2100 UTC;0.9
4257;26/06/24;0900 UTC;9.8
4258;26/06/24;1000 UTC;256.2
4259;26/06/24;1100 UTC;1240.7
4260;26/06/24;1200 UTC;1841.9
4261;26/06/24;1300 UTC;1633.2
4262;26/06/24;1400 UTC;2416.6
4263;26/06/24;1500 UTC;2473.6
4264;26/06/24;1600 UTC;1080.3
4265;26/06/24;1700 UTC;737.4
4266;26/06/24;1800 UTC;646.2
4267;26/06/24;1900 UTC;332.3
4268;26/06/24;2000 UTC;158.7
4269;26/06/24;2100 UTC;1.8
4281;27/06/24;0900 UTC;16.0
4282;27/06/24;1000 UTC;568.4
4283;27/06/24;1100 UTC;881.4
4284;27/06/24;1200 UTC;1983.2
4285;27/06/24;1300 UTC;2095.3
4286;27/06/24;1400 UTC;2395.5
4287;27/06/24;1500 UTC;1418.9
4288;27/06/24;1600 UTC;553.4
4289;27/06/24;1700 UTC;1001.8
4290;27/06/24;1800 UTC;1480.6
4291;27/06/24;1900 UTC;372.8
4292;27/06/24;2000 UTC;89.8
4293;27/06/24;2100 UTC;0.4
4305;28/06/24;0900 UTC;24.2
4306;28/06/24;1000 UTC;460.3
4307;28/06/24;1100 UTC;1298.1
4308;28/06/24;1200 UTC;1734.1
4309;28/06/24;1300 UTC;2562.5
4310;28/06/24;1400 UTC;2957.1
4311;28/06/24;1500 UTC;2265.1
4312;28/06/24;1600 UTC;1995.9
4313;28/06/24;1700 UTC;2040.9
4314;28/06/24;1800 UTC;1853.8
4315;28/06/24;1900 UTC;285.0
4316;28/06/24;2000 UTC;91.1
4317;28/06/24;2100 UTC;0.4
4329;29/06/24;0900 UTC;26.0
4330;29/06/24;1000 UTC;541.2
4331;29/06/24;1100 UTC;1321.6
4332;29/06/24;1200 UTC;2040.7
4333;29/06/24;1300 UTC;2589.7
4334;29/06/24;1400 UTC;2909.9
4335;29/06/24;1500 UTC;2611.3
4336;29/06/24;1600 UTC;2377.2
4337;29/06/24;1700 UTC;2474.1
4338;29/06/24;1800 UTC;1774.5
4339;29/06/24;1900 UTC;275.1
4340;29/06/24;2000 UTC;96.6
4341;29/06/24;2100 UTC;0.6
4353;30/06/24;0900 UTC;10.9
4354;30/06/24;1000 UTC;240.2
4355;30/06/24;1100 UTC;452.5
4356;30/06/24;1200 UTC;736.7
4357;30/06/24;1300 UTC;1076.6
4358;30/06/24;1400 UTC;1346.6
4359;30/06/24;1500 UTC;1503.3
4360;30/06/24;1600 UTC;1306.8
4361;30/06/24;1700 UTC;1227.8
4362;30/06/24;1800 UTC;869.0
4363;30/06/24;1900 UTC;466.0
4364;30/06/24;2000 UTC;113.8
4365;30/06/24;2100 UTC;1.2
4377;01/07/24;0900 UTC;10.5
4378;01/07/24;1000 UTC;394.7
4379;01/07/24;1100 UTC;1187.4
4380;01/07/24;1200 UTC;1112.5
4381;01/07/24;1300 UTC;993.1
4382;01/07/24;1400 UTC;568.3
4383;01/07/24;1500 UTC;1316.8
4384;01/07/24;1600 UTC;1186.1
4385;01/07/24;1700 UTC;1355.1
4386;01/07/24;1800 UTC;578.9
4387;01/07/24;1900 UTC;466.5
4388;01/07/24;2000 UTC;190.5
4389;01/07/24;2100 UTC;2.7
4401;02/07/24;0900 UTC;9.6
4402;02/07/24;1000 UTC;191.1
4403;02/07/24;1100 UTC;506.5
4404;02/07/24;1200 UTC;972.1
4405;02/07/24;1300 UTC;1890.3
4406;02/07/24;1400 UTC;2111.8
4407;02/07/24;1500 UTC;2609.8
4408;02/07/24;1600 UTC;989.2
4409;02/07/24;1700 UTC;661.3
4410;02/07/24;1800 UTC;595.1
4411;02/07/24;1900 UTC;422.2
4412;02/07/24;2000 UTC;170.4
4413;02/07/24;2100 UTC;6.5
4425;03/07/24;0900 UTC;20.5
4426;03/07/24;1000 UTC;191.9
4427;03/07/24;1100 UTC;277.2
4428;03/07/24;1200 UTC;591.1
4429;03/07/24;1300 UTC;2149.4
4430;03/07/24;1400 UTC;2004.5
4431;03/07/24;1500 UTC;2575.1
4432;03/07/24;1600 UTC;2232.0
4433;03/07/24;1700 UTC;2129.5
4434;03/07/24;1800 UTC;1111.4
4435;03/07/24;1900 UTC;479.6
4436;03/07/24;2000 UTC;213.1
4437;03/07/24;2100 UTC;3.4
4442;04/07/24;0200 UTC;3.0
4443;04/07/24;0300 UTC;2.2
4449;04/07/24;0900 UTC;31.4
4450;04/07/24;1000 UTC;538.3
4451;04/07/24;1100 UTC;1323.9
4452;04/07/24;1200 UTC;2025.4
4453;04/07/24;1300 UTC;2546.0
4454;04/07/24;1400 UTC;2833.7
4455;04/07/24;1500 UTC;2364.5
4456;04/07/24;1600 UTC;2278.5
4457;04/07/24;1700 UTC;2091.4
4458;04/07/24;1800 UTC;1702.9
4459;04/07/24;1900 UTC;315.6
4460;04/07/24;2000 UTC;102.5
4461;04/07/24;2100 UTC;5.0
4472;05/07/24;0800 UTC;0.3
4473;05/07/24;0900 UTC;8.9
4474;05/07/24;1000 UTC;169.8
4475;05/07/24;1100 UTC;447.9
4476;05/07/24;1200 UTC;926.4
4477;05/07/24;1300 UTC;1256.9
4478;05/07/24;1400 UTC;1124.9
4479;05/07/24;1500 UTC;1010.4
4480;05/07/24;1600 UTC;1334.7
4481;05/07/24;1700 UTC;507.5
4482;05/07/24;1800 UTC;1090.2
4483;05/07/24;1900 UTC;530.2
4484;05/07/24;2000 UTC;160.7
4485;05/07/24;2100 UTC;5.9
4497;06/07/24;0900 UTC;4.1
4498;06/07/24;1000 UTC;203.7
4499;06/07/24;1100 UTC;356.3
4500;06/07/24;1200 UTC;568.5
4501;06/07/24;1300 UTC;978.5
4502;06/07/24;1400 UTC;1727.7
4503;06/07/24;1500 UTC;1341.3
4504;06/07/24;1600 UTC;1121.2
4505;06/07/24;1700 UTC;1223.9
4506;06/07/24;1800 UTC;962.0
4507;06/07/24;1900 UTC;395.1
4508;06/07/24;2000 UTC;96.4
4509;06/07/24;2100 UTC;2.2
4510;06/07/24;2200 UTC;0.2
4515;07/07/24;0300 UTC;0.0
4521;07/07/24;0900 UTC;11.0
4522;07/07/24;1000 UTC;181.9
4523;07/07/24;1100 UTC;626.4
4524;07/07/24;1200 UTC;1033.4
4525;07/07/24;1300 UTC;2040.6
4526;07/07/24;1400 UTC;1440.0
4527;07/07/24;1500 UTC;1772.6
4528;07/07/24;1600 UTC;1791.4
4529;07/07/24;1700 UTC;672.6
4530;07/07/24;1800 UTC;915.4
4531;07/07/24;1900 UTC;472.9
4532;07/07/24;2000 UTC;177.4
4533;07/07/24;2100 UTC;3.3
4545;08/07/24;0900 UTC;23.6
4546;08/07/24;1000 UTC;544.0
4547;08/07/24;1100 UTC;1302.0
4548;08/07/24;1200 UTC;1462.2
4549;08/07/24;1300 UTC;2301.1
4550;08/07/24;1400 UTC;1493.4
4551;08/07/24;1500 UTC;1677.8
4552;08/07/24;1600 UTC;961.6
4553;08/07/24;1700 UTC;941.5
4554;08/07/24;1800 UTC;756.3
4555;08/07/24;1900 UTC;306.5
4556;08/07/24;2000 UTC;113.1
4557;08/07/24;2100 UTC;3.9
4569;09/07/24;0900 UTC;5.3
4570;09/07/24;1000 UTC;70.2
4571;09/07/24;1100 UTC;659.1
4572;09/07/24;1200 UTC;469.1
4573;09/07/24;1300 UTC;1249.7
4574;09/07/24;1400 UTC;811.2
4575;09/07/24;1500 UTC;1576.5
4576;09/07/24;1600 UTC;1215.9
4577;09/07/24;1700 UTC;1950.4
4578;09/07/24;1800 UTC;887.1
4579;09/07/24;1900 UTC;433.4
4580;09/07/24;2000 UTC;124.0
4581;09/07/24;2100 UTC;1.6
4593;10/07/24;0900 UTC;17.1
4594;10/07/24;1000 UTC;324.4
4595;10/07/24;1100 UTC;699.7
4596;10/07/24;1200 UTC;1009.1
4597;10/07/24;1300 UTC;1068.1
4598;10/07/24;1400 UTC;1226.8
4599;10/07/24;1500 UTC;1358.3
4600;10/07/24;1600 UTC;1519.5
4601;10/07/24;1700 UTC;1412.2
4602;10/07/24;1800 UTC;1221.8
4603;10/07/24;1900 UTC;593.5
4604;10/07/24;2000 UTC;216.4
4605;10/07/24;2100 UTC;1.9
4617;11/07/24;0900 UTC;21.6
4618;11/07/24;1000 UTC;524.0
4619;11/07/24;1100 UTC;1345.4
4620;11/07/24;1200 UTC;2008.6
4621;11/07/24;1300 UTC;2096.6
4622;11/07/24;1400 UTC;1292.3
4623;11/07/24;1500 UTC;2416.5
4624;11/07/24;1600 UTC;1811.3
4625;11/07/24;1700 UTC;1750.9
4626;11/07/24;1800 UTC;913.7
4627;11/07/24;1900 UTC;487.1
4628;11/07/24;2000 UTC;187.2
4629;11/07/24;2100 UTC;1.7
4630;11/07/24;2200 UTC;0.9
4631;11/07/24;2300 UTC;0.6
4638;12/07/24;0600 UTC;1.8
4639;12/07/24;0700 UTC;3.4
4641;12/07/24;0900 UTC;9.4
4642;12/07/24;1000 UTC;205.2
4643;12/07/24;1100 UTC;379.5
4644;12/07/24;1200 UTC;890.5
4645;12/07/24;1300 UTC;1258.9
4646;12/07/24;1400 UTC;1358.4
4647;12/07/24;1500 UTC;1161.2
4648;12/07/24;1600 UTC;2676.7
4649;12/07/24;1700 UTC;1652.5
4650;12/07/24;1800 UTC;1927.6
4651;12/07/24;1900 UTC;549.9
4652;12/07/24;2000 UTC;208.7
4653;12/07/24;2100 UTC;6.2
4665;13/07/24;0900 UTC;14.8
4666;13/07/24;1000 UTC;420.9
4667;13/07/24;1100 UTC;1149.5
4668;13/07/24;1200 UTC;899.4
4669;13/07/24;1300 UTC;1617.8
4670;13/07/24;1400 UTC;3003.8
4671;13/07/24;1500 UTC;2114.7
4672;13/07/24;1600 UTC;1946.2
4673;13/07/24;1700 UTC;1224.7
4674;13/07/24;1800 UTC;1217.2
4675;13/07/24;1900 UTC;526.4
4676;13/07/24;2000 UTC;143.9
4677;13/07/24;2100 UTC;3.1
4689;14/07/24;0900 UTC;26.7
4690;14/07/24;1000 UTC;544.4
4691;14/07/24;1100 UTC;988.7
4692;14/07/24;1200 UTC;1584.0
4693;14/07/24;1300 UTC;2555.4
4694;14/07/24;1400 UTC;2472.3
4695;14/07/24;1500 UTC;1983.5
4696;14/07/24;1600 UTC;2143.2
4697;14/07/24;1700 UTC;2171.8
4698;14/07/24;1800 UTC;1632.6
4699;14/07/24;1900 UTC;580.9
4700;14/07/24;2000 UTC;175.3
4701;14/07/24;2100 UTC;11.4
4702;14/07/24;2200 UTC;0.4
4704;15/07/24;0000 UTC;5.4
4705;15/07/24;0100 UTC;0.5
4709;15/07/24;0500 UTC;2.8
4713;15/07/24;0900 UTC;15.7
4714;15/07/24;1000 UTC;500.7
4715;15/07/24;1100 UTC;1310.0
4716;15/07/24;1200 UTC;2050.8
4717;15/07/24;1300 UTC;2172.7
4718;15/07/24;1400 UTC;1579.5
4719;15/07/24;1500 UTC;2276.8
4720;15/07/24;1600 UTC;1877.2
4721;15/07/24;1700 UTC;2116.4
4722;15/07/24;1800 UTC;1283.8
4723;15/07/24;1900 UTC;409.9
4724;15/07/24;2000 UTC;190.2
4725;15/07/24;2100 UTC;3.2
4731;16/07/24;0300 UTC;0.7
4735;16/07/24;0700 UTC;0.5
4737;16/07/24;0900 UTC;13.0
4738;16/07/24;1000 UTC;198.4
4739;16/07/24;1100 UTC;1133.3
4740;16/07/24;1200 UTC;2039.7
4741;16/07/24;1300 UTC;2423.8
4742;16/07/24;1400 UTC;2489.6
4743;16/07/24;1500 UTC;2385.1
4744;16/07/24;1600 UTC;2372.2
4745;16/07/24;1700 UTC;2165.0
4746;16/07/24;1800 UTC;1398.9
4747;16/07/24;1900 UTC;456.7
4748;16/07/24;2000 UTC;161.6
4749;16/07/24;2100 UTC;5.1
4759;17/07/24;0700 UTC;1.2
4761;17/07/24;0900 UTC;13.0
4762;17/07/24;1000 UTC;230.9
4763;17/07/24;1100 UTC;470.1
4764;17/07/24;1200 UTC;1142.0
4765;17/07/24;1300 UTC;1741.5
4766;17/07/24;1400 UTC;2435.1
4767;17/07/24;1500 UTC;2580.5
4768;17/07/24;1600 UTC;1630.6
4769;17/07/24;1700 UTC;1821.1
4770;17/07/24;1800 UTC;1050.5
4771;17/07/24;1900 UTC;402.2
4772;17/07/24;2000 UTC;161.9
4785;18/07/24;0900 UTC;5.0
4786;18/07/24;1000 UTC;139.4
4787;18/07/24;1100 UTC;560.0
4788;18/07/24;1200 UTC;577.7
4789;18/07/24;1300 UTC;1248.4
4790;18/07/24;1400 UTC;1578.0
4791;18/07/24;1500 UTC;1843.1
4792;18/07/24;1600 UTC;2325.8
4793;18/07/24;1700 UTC;1939.5
4794;18/07/24;1800 UTC;1134.4
4795;18/07/24;1900 UTC;376.3
4796;18/07/24;2000 UTC;147.0
4797;18/07/24;2100 UTC;2.7
4809;19/07/24;0900 UTC;7.6
4810;19/07/24;1000 UTC;158.5
4811;19/07/24;1100 UTC;823.5
4812;19/07/24;1200 UTC;1410.2
4813;19/07/24;1300 UTC;2047.5
4814;19/07/24;1400 UTC;1361.8
4815;19/07/24;1500 UTC;2986.4
4816;19/07/24;1600 UTC;2368.0
4817;19/07/24;1700 UTC;1726.9
4818;19/07/24;1800 UTC;1040.9
4819;19/07/24;1900 UTC;322.4
4820;19/07/24;2000 UTC;110.2
4821;19/07/24;2100 UTC;4.4
4830;20/07/24;0600 UTC;1.5
4833;20/07/24;0900 UTC;12.1
4834;20/07/24;1000 UTC;164.5
4835;20/07/24;1100 UTC;466.1
4836;20/07/24;1200 UTC;971.3
4837;20/07/24;1300 UTC;1121.8
4838;20/07/24;1400 UTC;1837.7
4839;20/07/24;1500 UTC;1365.8
4840;20/07/24;1600 UTC;1059.6
4841;20/07/24;1700 UTC;1246.1
4842;20/07/24;1800 UTC;1134.9
4843;20/07/24;1900 UTC;574.8
4844;20/07/24;2000 UTC;192.1
4845;20/07/24;2100 UTC;3.9
4857;21/07/24;0900 UTC;7.7
4858;21/07/24;1000 UTC;282.0
4859;21/07/24;1100 UTC;1044.4
4860;21/07/24;1200 UTC;2011.3
4861;21/07/24;1300 UTC;2699.5
4862;21/07/24;1400 UTC;2405.1
4863;21/07/24;1500 UTC;2372.1
4864;21/07/24;1600 UTC;1869.2
4865;21/07/24;1700 UTC;1993.3
4866;21/07/24;1800 UTC;1536.3
4867;21/07/24;1900 UTC;380.6
4868;21/07/24;2000 UTC;126.2
4869;21/07/24;2100 UTC;4.1
4881;22/07/24;0900 UTC;9.1
4882;22/07/24;1000 UTC;242.8
4883;22/07/24;1100 UTC;1210.5
4884;22/07/24;1200 UTC;1626.8
4885;22/07/24;1300 UTC;2559.8
4886;22/07/24;1400 UTC;2798.1
4887;22/07/24;1500 UTC;1986.2
4888;22/07/24;1600 UTC;2336.0
4889;22/07/24;1700 UTC;2455.9
4890;22/07/24;1800 UTC;1567.7
4891;22/07/24;1900 UTC;400.0
4892;22/07/24;2000 UTC;164.4
4893;22/07/24;2100 UTC;6.9
4905;23/07/24;0900 UTC;13.5
4906;23/07/24;1000 UTC;239.0
4907;23/07/24;1100 UTC;675.3
4908;23/07/24;1200 UTC;1543.5
4909;23/07/24;1300 UTC;2169.7
4910;23/07/24;1400 UTC;2622.3
4911;23/07/24;1500 UTC;2880.8
4912;23/07/24;1600 UTC;2367.9
4913;23/07/24;1700 UTC;2601.6
4914;23/07/24;1800 UTC;1555.5
4915;23/07/24;1900 UTC;749.3
4916;23/07/24;2000 UTC;180.9
4917;23/07/24;2100 UTC;4.8
4929;24/07/24;0900 UTC;25.9
4930;24/07/24;1000 UTC;568.2
4931;24/07/24;1100 UTC;1379.1
4932;24/07/24;1200 UTC;2091.6
4933;24/07/24;1300 UTC;2497.5
4934;24/07/24;1400 UTC;2430.5
4935;24/07/24;1500 UTC;2991.3
4936;24/07/24;1600 UTC;2786.7
4937;24/07/24;1700 UTC;2299.6
4938;24/07/24;1800 UTC;1218.9
4939;24/07/24;1900 UTC;586.8
4940;24/07/24;2000 UTC;236.0
4941;24/07/24;2100 UTC;6.9
4953;25/07/24;0900 UTC;7.0
4954;25/07/24;1000 UTC;230.3
4955;25/07/24;1100 UTC;1184.9
4956;25/07/24;1200 UTC;1342.3
4957;25/07/24;1300 UTC;1614.9
4958;25/07/24;1400 UTC;2538.8
4959;25/07/24;1500 UTC;1977.1
4960;25/07/24;1600 UTC;1951.9
4961;25/07/24;1700 UTC;2307.5
4962;25/07/24;1800 UTC;1107.5
4963;25/07/24;1900 UTC;634.8
4964;25/07/24;2000 UTC;174.1
4965;25/07/24;2100 UTC;6.2
4977;26/07/24;0900 UTC;10.2
4978;26/07/24;1000 UTC;358.4
4979;26/07/24;1100 UTC;1067.5
4980;26/07/24;1200 UTC;1544.6
4981;26/07/24;1300 UTC;2213.7
4982;26/07/24;1400 UTC;2757.1
4983;26/07/24;1500 UTC;1878.3
4984;26/07/24;1600 UTC;2350.5
4985;26/07/24;1700 UTC;2130.0
4986;26/07/24;1800 UTC;1538.6
4987;26/07/24;1900 UTC;364.1
4988;26/07/24;2000 UTC;144.8
4989;26/07/24;2100 UTC;5.7
5001;27/07/24;0900 UTC;15.4
5002;27/07/24;1000 UTC;197.4
5003;27/07/24;1100 UTC;700.1
5004;27/07/24;1200 UTC;1158.0
5005;27/07/24;1300 UTC;1369.8
5006;27/07/24;1400 UTC;1278.4
5007;27/07/24;1500 UTC;1925.7
5008;27/07/24;1600 UTC;1093.1
5009;27/07/24;1700 UTC;944.4
5010;27/07/24;1800 UTC;1203.3
5011;27/07/24;1900 UTC;483.3
5012;27/07/24;2000 UTC;202.5
5013;27/07/24;2100 UTC;6.1
5025;28/07/24;0900 UTC;6.6
5026;28/07/24;1000 UTC;442.3
